"No.","OCUPACION","OCUPACION.NOMBRE","SALARIO"
"31882",3229,"Otros técnicos de las ciencias de la salud","213793.15"
"31883",3224,"Técnicos y asistentes en farmacia","802750.00"
"31884",4131,"Empleados de control de abastecimiento e inventario","481330.70"
"31885",3224,"Técnicos y asistentes en farmacia","798699.00"
"31886",3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","837200.00"
"31887",8229,"Otros operadores de máquinas para fabricar productos químicos","524774.02"
"31888",7125,"Encargado de Mantenimiento de Edificios","587200.00"
"31889",9152,"Guardianes y porteros ","1141397.30"
"31890",5132,"Ayudantes de enfermería","579841.75"
"31891",3226,"Auxiliares de enfermería","716081.25"
"31892",8229,"Otros operadores de máquinas para fabricar productos químicos","806599.55"
"31893",2226,"Enfermeros profesionales","2152923.38"
"31894",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","4340310.95"
"31895",7125,"Encargado de Mantenimiento de Edificios","563200.15"
"31896",2226,"Enfermeros profesionales","4067121.70"
"31897",3226,"Auxiliares de enfermería","1513739.10"
"31898",7125,"Encargado de Mantenimiento de Edificios","706611.05"
"31899",3189,"Otros supervisores de personal","1794337.50"
"31900",1124,"Jefes de sección de instituciones públicas y empresas privadas","947660.00"
"31901",2226,"Enfermeros profesionales","2205922.50"
"31902",3229,"Otros técnicos de las ciencias de la salud","382331.20"
"31903",3229,"Otros técnicos de las ciencias de la salud","1361809.30"
"31904",4131,"Empleados de control de abastecimiento e inventario","890331.56"
"31905",9155,"Ayudante de cocina","443680.00"
"31906",7125,"Encargado de Mantenimiento de Edificios","799115.00"
"31907",3224,"Técnicos y asistentes en farmacia","981463.99"
"31908",7125,"Encargado de Mantenimiento de Edificios","762636.25"
"31909",2131,"Diseñadores y analistas de sistemas informáticos","1364791.00"
"31910",2224,"Farmacéuticos","3277756.50"
"31911",2449,"Otros profesionales en ciencias sociales","1369846.00"
"31912",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","3167696.45"
"31913",3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","614330.15"
"31914",1124,"Jefes de sección de instituciones públicas y empresas privadas","1289116.90"
"31915",5132,"Ayudantes de enfermería","708945.00"
"31916",5132,"Ayudantes de enfermería","632986.60"
"31917",4112,"Secretarios","664000.00"
"31918",7125,"Encargado de Mantenimiento de Edificios","653260.00"
"31919",8229,"Otros operadores de máquinas para fabricar productos químicos","1409605.15"
"31920",3229,"Otros técnicos de las ciencias de la salud","682907.10"
"31921",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","1763825.50"
"31922",3419,"Otros técnicos en administración y en economía","1813284.00"
"31923",9155,"Ayudante de cocina","832406.70"
"31924",2449,"Otros profesionales en ciencias sociales","1143435.00"
"31925",9155,"Ayudante de cocina","545200.00"
"31926",2449,"Otros profesionales en ciencias sociales","1830005.90"
"31927",3226,"Auxiliares de enfermería","2608241.13"
"31928",9152,"Guardianes y porteros ","664457.30"
"31929",2226,"Enfermeros profesionales","2606219.83"
"31930",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","772625.00"
"31931",2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","5237043.90"
"31932",2449,"Otros profesionales en ciencias sociales","1376991.00"
"31933",5132,"Ayudantes de enfermería","650370.00"
"31934",3229,"Otros técnicos de las ciencias de la salud","664578.74"
"31935",3226,"Auxiliares de enfermería","1066241.61"
"31936",9155,"Ayudante de cocina","56937.20"
"31937",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2097606.80"
"31938",3226,"Auxiliares de enfermería","996621.54"
"31939",4149,"Oficinista","593430.00"
"31940",5132,"Ayudantes de enfermería","998139.70"
"31941",2449,"Otros profesionales en ciencias sociales","1367409.60"
"31942",7125,"Encargado de Mantenimiento de Edificios","789496.44"
"31943",4223,"Telefonistas","532180.11"
"31944",8229,"Otros operadores de máquinas para fabricar productos químicos","432516.84"
"31945",7125,"Encargado de Mantenimiento de Edificios","675885.00"
"31946",2226,"Enfermeros profesionales","1731969.50"
"31947",5132,"Ayudantes de enfermería","649880.00"
"31948",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","5592144.50"
"31949",2226,"Enfermeros profesionales","268144.60"
"31950",2221,"Médicos generales y especialistas","2849683.00"
"31951",4149,"Oficinista","424010.00"
"31952",3226,"Auxiliares de enfermería","810844.70"
"31953",2449,"Otros profesionales en ciencias sociales","1235616.50"
"31954",3419,"Otros técnicos en administración y en economía","1720449.00"
"31955",2227,"Médico Especialista","3768239.75"
"31956",3122,"Técnicos y asistentes en estadística y demografía","712780.00"
"31957",7125,"Encargado de Mantenimiento de Edificios","444070.00"
"31958",2227,"Médico Especialista","2793460.70"
"31959",3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","363350.00"
"31960",3122,"Técnicos y asistentes en estadística y demografía","635100.00"
"31961",3226,"Auxiliares de enfermería","1142740.30"
"31962",3419,"Otros técnicos en administración y en economía","1734376.50"
"31963",2461,"Sacerdotes de distintas religiones, monjas y monjes","48676.70"
"31964",5132,"Ayudantes de enfermería","967079.64"
"31965",2449,"Otros profesionales en ciencias sociales","1102405.00"
"31966",1124,"Jefes de sección de instituciones públicas y empresas privadas","880337.15"
"31967",2227,"Médico Especialista","1450337.20"
"31968",7125,"Encargado de Mantenimiento de Edificios","793213.95"
"31969",2224,"Farmacéuticos","3509152.66"
"31970",2446,"Trabajadores sociales y orientadores sociales","1420007.50"
"31971",5132,"Ayudantes de enfermería","695053.50"
"31972",2222,"Odontólogos","2347808.80"
"31973",3122,"Técnicos y asistentes en estadística y demografía","772956.86"
"31974",7125,"Encargado de Mantenimiento de Edificios","963035.30"
"31975",3224,"Técnicos y asistentes en farmacia","811124.49"
"31976",3122,"Técnicos y asistentes en estadística y demografía","792780.00"
"31977",3226,"Auxiliares de enfermería","860019.95"
"31978",4149,"Oficinista","617983.03"
"31979",1124,"Jefes de sección de instituciones públicas y empresas privadas","2155760.50"
"31980",3226,"Auxiliares de enfermería","1239608.98"
"31981",2226,"Enfermeros profesionales","1672959.85"
"31982",4149,"Oficinista","477900.00"
"31983",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","645066.75"
"31984",2226,"Enfermeros profesionales","1822851.95"
"31985",3226,"Auxiliares de enfermería","802011.00"
"31986",3224,"Técnicos y asistentes en farmacia","1671150.52"
"31987",9155,"Ayudante de cocina","476714.10"
"31988",3229,"Otros técnicos de las ciencias de la salud","804434.30"
"31989",5132,"Ayudantes de enfermería","618971.15"
"31990",7125,"Encargado de Mantenimiento de Edificios","797250.45"
"31991",5132,"Ayudantes de enfermería","662340.00"
"31992",3122,"Técnicos y asistentes en estadística y demografía","744113.50"
"31993",2226,"Enfermeros profesionales","1317705.70"
"31994",7125,"Encargado de Mantenimiento de Edificios","444070.00"
"31995",7125,"Encargado de Mantenimiento de Edificios","738134.21"
"31996",2221,"Médicos generales y especialistas","309503.15"
"31997",3226,"Auxiliares de enfermería","815304.00"
"31998",2222,"Odontólogos","2329955.50"
"31999",5132,"Ayudantes de enfermería","509200.52"
"32000",2227,"Médico Especialista","3729394.02"
"32001",3229,"Otros técnicos de las ciencias de la salud","962927.11"
"32002",5132,"Ayudantes de enfermería","459980.00"
"32003",9152,"Guardianes y porteros ","433208.05"
"32004",7125,"Encargado de Mantenimiento de Edificios","385997.49"
"32005",2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","3872936.20"
"32006",3233,"Técnicos en operación de equipo para diagnóstico médico (Operadores electrocardiografía, electroencefalografía, etc.) ","765351.70"
"32007",7125,"Encargado de Mantenimiento de Edificios","576190.00"
"32008",9155,"Ayudante de cocina","579040.00"
"32009",5132,"Ayudantes de enfermería","662540.00"
"32010",3229,"Otros técnicos de las ciencias de la salud","1916092.30"
"32011",2226,"Enfermeros profesionales","2029761.39"
"32012",3226,"Auxiliares de enfermería","783091.85"
"32013",3226,"Auxiliares de enfermería","775425.00"
"32014",2229,"Otros profesionales en ciencias de la salud","1425433.90"
"32015",2449,"Otros profesionales en ciencias sociales","1380078.50"
"32016",7125,"Encargado de Mantenimiento de Edificios","317449.97"
"32017",2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","3185412.05"
"32018",2221,"Médicos generales y especialistas","2007242.10"
"32019",2226,"Enfermeros profesionales","3482416.37"
"32020",1124,"Jefes de sección de instituciones públicas y empresas privadas","3057309.10"
"32021",2226,"Enfermeros profesionales","2159816.83"
"32022",3226,"Auxiliares de enfermería","901110.32"
"32023",2449,"Otros profesionales en ciencias sociales","1296981.00"
"32024",7125,"Encargado de Mantenimiento de Edificios","1046415.49"
"32025",5132,"Ayudantes de enfermería","673661.65"
"32026",3122,"Técnicos y asistentes en estadística y demografía","700800.00"
"32027",2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","3979777.51"
"32028",7125,"Encargado de Mantenimiento de Edificios","538575.51"
"32029",2227,"Médico Especialista","2692974.30"
"32030",3229,"Otros técnicos de las ciencias de la salud","453232.00"
"32031",2226,"Enfermeros profesionales","2693139.85"
"32032",2227,"Médico Especialista","2168709.20"
"32033",3229,"Otros técnicos de las ciencias de la salud","982389.20"
"32034",2224,"Farmacéuticos","1517443.20"
"32035",5132,"Ayudantes de enfermería","1159397.86"
"32036",3226,"Auxiliares de enfermería","841890.00"
"32037",2226,"Enfermeros profesionales","1612463.10"
"32038",7125,"Encargado de Mantenimiento de Edificios","690970.09"
"32039",2226,"Enfermeros profesionales","1581704.10"
"32040",2224,"Farmacéuticos","3555196.00"
"32041",5132,"Ayudantes de enfermería","800552.60"
"32042",5132,"Ayudantes de enfermería","794996.55"
"32043",7125,"Encargado de Mantenimiento de Edificios","812472.25"
"32044",4223,"Telefonistas","517370.00"
"32045",3226,"Auxiliares de enfermería","3724188.68"
"32046",2227,"Médico Especialista","2327079.20"
"32047",7125,"Encargado de Mantenimiento de Edificios","454064.21"
"32048",2226,"Enfermeros profesionales","1858909.90"
"32049",2221,"Médicos generales y especialistas","2505754.20"
"32050",5132,"Ayudantes de enfermería","612641.21"
"32051",3229,"Otros técnicos de las ciencias de la salud","1015771.50"
"32052",2226,"Enfermeros profesionales","1725091.50"
"32053",5132,"Ayudantes de enfermería","1030635.20"
"32054",4112,"Secretarios","576156.45"
"32055",2226,"Enfermeros profesionales","2198024.85"
"32056",8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","852430.26"
"32057",2227,"Médico Especialista","11971094.80"
"32058",3226,"Auxiliares de enfermería","608946.00"
"32059",2227,"Médico Especialista","2644938.33"
"32060",3122,"Técnicos y asistentes en estadística y demografía","833000.00"
"32061",3139,"Otros técnicos en informática","660206.68"
"32062",5132,"Ayudantes de enfermería","736088.58"
"32063",2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","4038157.11"
"32064",4149,"Oficinista","457173.25"
"32065",3224,"Técnicos y asistentes en farmacia","976868.19"
"32066",9155,"Ayudante de cocina","207068.55"
"32067",1122,"Gerentes y subgerentes generales, directores y subdirectores generales y coordinadores generales de instituciones públicas y de empresas privadas","3788427.30"
"32068",2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","3713788.30"
"32069",3229,"Otros técnicos de las ciencias de la salud","1128466.64"
"32070",9152,"Guardianes y porteros ","667144.75"
"32071",5132,"Ayudantes de enfermería","270230.70"
"32072",8229,"Otros operadores de máquinas para fabricar productos químicos","581385.00"
"32073",2449,"Otros profesionales en ciencias sociales","1128224.70"
"32074",3122,"Técnicos y asistentes en estadística y demografía","673218.85"
"32075",2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","3120163.68"
"32076",2224,"Farmacéuticos","1909122.42"
"32077",2449,"Otros profesionales en ciencias sociales","890542.30"
"32078",5132,"Ayudantes de enfermería","591704.30"
"32079",7125,"Encargado de Mantenimiento de Edificios","459847.72"
"32080",3229,"Otros técnicos de las ciencias de la salud","1048152.90"
"32081",4149,"Oficinista","640590.00"
"32082",2226,"Enfermeros profesionales","2197010.05"
"32083",2226,"Enfermeros profesionales","1916469.55"
"32084",8229,"Otros operadores de máquinas para fabricar productos químicos","476357.14"
"32085",3229,"Otros técnicos de las ciencias de la salud","1021054.78"
"32086",3419,"Otros técnicos en administración y en economía","1811427.00"
"32087",3226,"Auxiliares de enfermería","732381.00"
"32088",2222,"Odontólogos","2453367.40"
"32089",2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","36594.33"
"32090",7125,"Encargado de Mantenimiento de Edificios","499613.30"
"32091",8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","828388.56"
"32092",3122,"Técnicos y asistentes en estadística y demografía","527433.21"
"32093",2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","3754496.15"
"32094",4112,"Secretarios","736047.89"
"32095",3122,"Técnicos y asistentes en estadística y demografía","815943.25"
"32096",2227,"Médico Especialista","4679044.41"
"32097",2449,"Otros profesionales en ciencias sociales","1476710.78"
"32098",3122,"Técnicos y asistentes en estadística y demografía","767940.83"
"32099",2226,"Enfermeros profesionales","2631680.98"
"32100",2226,"Enfermeros profesionales","1714143.60"
"32101",2226,"Enfermeros profesionales","1773178.93"
"32102",4112,"Secretarios","834404.82"
